Layer Name,Type,Input Shape,Time (ms),Mem Delta (MB),Abs Mem (MB),OPs,Category,ShortName
model.layers.17.self_attn.v_proj,Linear,"[1, 3, 2560]",1.3564650000716938,0.0,5386.12890625,9830400,Attention,v_proj
model.layers.17.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.32482999995409045,0.0,5386.12890625,23040,Norm,attn_sub_norm
model.layers.17.self_attn.o_proj,Linear,"[1, 3, 2560]",3.8971479998508585,0.0,5386.12890625,39321600,Attention,o_proj
model.layers.17.post_attention_layernorm,Norm,"[1, 3, 2560]",0.28295199990679976,0.0,5386.12890625,23040,Norm,post_attention_layernorm
model.layers.17.mlp.gate_proj,Linear,"[1, 3, 2560]",14.010223000013866,-0.22265625,5385.90625,106168320,MLP,gate_proj
model.layers.17.mlp.act_fn,Activation,"[1, 3, 6912]",0.18325099995308847,0.0,5385.90625,41472,Activation,act_fn
model.layers.17.mlp.up_proj,Linear,"[1, 3, 2560]",12.81843500009927,0.08984375,5385.99609375,106168320,MLP,up_proj
model.layers.17.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.2694739998787554,0.0,5385.99609375,62208,Norm,ffn_sub_norm
model.layers.17.mlp.down_proj,Linear,"[1, 3, 6912]",13.221485000030953,-0.37890625,5385.6171875,106168320,MLP,down_proj
model.layers.18.input_layernorm,Norm,"[1, 3, 2560]",0.3495930000099179,0.0,5385.6171875,23040,Norm,input_layernorm
model.layers.18.self_attn.q_proj,Linear,"[1, 3, 2560]",3.700087999959578,0.0,5385.6171875,39321600,Attention,q_proj
model.layers.18.self_attn.k_proj,Linear,"[1, 3, 2560]",1.4734300000327494,0.0,5385.6171875,9830400,Attention,k_proj
model.layers.18.self_attn.v_proj,Linear,"[1, 3, 2560]",1.2423379998836026,0.0,5385.6171875,9830400,Attention,v_proj
model.layers.18.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.2721140001540334,0.0,5385.6171875,23040,Norm,attn_sub_norm
model.layers.18.self_attn.o_proj,Linear,"[1, 3, 2560]",4.097364000017478,0.0,5385.6171875,39321600,Attention,o_proj
model.layers.18.post_attention_layernorm,Norm,"[1, 3, 2560]",0.26375599986749876,0.0,5385.6171875,23040,Norm,post_attention_layernorm
model.layers.18.mlp.gate_proj,Linear,"[1, 3, 2560]",13.02895300000273,0.40234375,5386.01953125,106168320,MLP,gate_proj
model.layers.18.mlp.act_fn,Activation,"[1, 3, 6912]",0.2189679998991778,0.0,5386.01953125,41472,Activation,act_fn
model.layers.18.mlp.up_proj,Linear,"[1, 3, 2560]",13.199640000038926,0.08984375,5386.109375,106168320,MLP,up_proj
model.layers.18.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.5726730000787938,0.0,5386.109375,62208,Norm,ffn_sub_norm
model.layers.18.mlp.down_proj,Linear,"[1, 3, 6912]",17.560578000029636,-0.22265625,5385.88671875,106168320,MLP,down_proj
model.layers.19.input_layernorm,Norm,"[1, 3, 2560]",0.4219649999868125,0.0,5385.88671875,23040,Norm,input_layernorm
model.layers.19.self_attn.q_proj,Linear,"[1, 3, 2560]",5.7145069999933185,0.0,5385.88671875,39321600,Attention,q_proj
model.layers.19.self_attn.k_proj,Linear,"[1, 3, 2560]",5.7738720001907495,0.0,5385.88671875,9830400,Attention,k_proj
model.layers.19.self_attn.v_proj,Linear,"[1, 3, 2560]",2.7230949999648146,0.0,5385.88671875,9830400,Attention,v_proj
model.layers.19.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.23516700002801372,0.0,5385.88671875,23040,Norm,attn_sub_norm
model.layers.19.self_attn.o_proj,Linear,"[1, 3, 2560]",3.42181500013794,0.0,5385.88671875,39321600,Attention,o_proj
model.layers.19.post_attention_layernorm,Norm,"[1, 3, 2560]",0.27880599986929155,0.0,5385.88671875,23040,Norm,post_attention_layernorm
model.layers.19.mlp.gate_proj,Linear,"[1, 3, 2560]",12.979778000044462,0.08984375,5385.9765625,106168320,MLP,gate_proj
model.layers.19.mlp.act_fn,Activation,"[1, 3, 6912]",0.2064739999241283,0.0,5385.9765625,41472,Activation,act_fn
model.layers.19.mlp.up_proj,Linear,"[1, 3, 2560]",15.033101999961218,-0.22265625,5385.75390625,106168320,MLP,up_proj
model.layers.19.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.5369419998260128,0.0,5385.75390625,62208,Norm,ffn_sub_norm
model.layers.19.mlp.down_proj,Linear,"[1, 3, 6912]",15.052743000069313,0.24609375,5386.0,106168320,MLP,down_proj
model.layers.20.input_layernorm,Norm,"[1, 3, 2560]",1.0544219999246707,0.0,5386.0,23040,Norm,input_layernorm
model.layers.20.self_attn.q_proj,Linear,"[1, 3, 2560]",6.084301999862873,0.0,5386.0,39321600,Attention,q_proj
model.layers.20.self_attn.k_proj,Linear,"[1, 3, 2560]",1.889355000002979,0.0,5386.0,9830400,Attention,k_proj
model.layers.20.self_attn.v_proj,Linear,"[1, 3, 2560]",3.1254220000391797,0.0,5386.0,9830400,Attention,v_proj
model.layers.20.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.3018810000412486,0.0,5386.0,23040,Norm,attn_sub_norm
model.layers.20.self_attn.o_proj,Linear,"[1, 3, 2560]",4.513656999961313,0.0,5386.0,39321600,Attention,o_proj
model.layers.20.post_attention_layernorm,Norm,"[1, 3, 2560]",0.2959190001092793,0.0,5386.0,23040,Norm,post_attention_layernorm
model.layers.20.mlp.gate_proj,Linear,"[1, 3, 2560]",16.03274500007501,0.08984375,5386.08984375,106168320,MLP,gate_proj
model.layers.20.mlp.act_fn,Activation,"[1, 3, 6912]",0.2074639999136707,0.0,5386.08984375,41472,Activation,act_fn
model.layers.20.mlp.up_proj,Linear,"[1, 3, 2560]",14.693492999867885,-0.22265625,5385.8671875,106168320,MLP,up_proj
model.layers.20.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.5672680001680419,0.0,5385.8671875,62208,Norm,ffn_sub_norm
model.layers.20.mlp.down_proj,Linear,"[1, 3, 6912]",15.531790000068213,0.08984375,5385.95703125,106168320,MLP,down_proj
model.layers.21.input_layernorm,Norm,"[1, 3, 2560]",0.4435620001004281,0.0,5385.95703125,23040,Norm,input_layernorm
model.layers.21.self_attn.q_proj,Linear,"[1, 3, 2560]",6.704041000148209,0.0,5385.95703125,39321600,Attention,q_proj
model.layers.21.self_attn.k_proj,Linear,"[1, 3, 2560]",2.6425460000609746,0.0,5385.95703125,9830400,Attention,k_proj
model.layers.21.self_attn.v_proj,Linear,"[1, 3, 2560]",1.7214550000517193,0.0,5385.95703125,9830400,Attention,v_proj
model.layers.21.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.32777199999145523,0.0,5385.95703125,23040,Norm,attn_sub_norm
model.layers.21.self_attn.o_proj,Linear,"[1, 3, 2560]",4.04758300010144,0.0,5385.95703125,39321600,Attention,o_proj
model.layers.21.post_attention_layernorm,Norm,"[1, 3, 2560]",0.2707090000058088,0.0,5385.95703125,23040,Norm,post_attention_layernorm
model.layers.21.mlp.gate_proj,Linear,"[1, 3, 2560]",14.851693000082378,-0.22265625,5385.734375,106168320,MLP,gate_proj
model.layers.21.mlp.act_fn,Activation,"[1, 3, 6912]",0.2323000001069886,0.0,5385.734375,41472,Activation,act_fn
model.layers.21.mlp.up_proj,Linear,"[1, 3, 2560]",13.87147700006608,0.24609375,5385.98046875,106168320,MLP,up_proj
model.layers.21.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.4352280000148312,0.0,5385.98046875,62208,Norm,ffn_sub_norm
model.layers.21.mlp.down_proj,Linear,"[1, 3, 6912]",17.012774000022546,0.08984375,5386.0703125,106168320,MLP,down_proj
model.layers.22.input_layernorm,Norm,"[1, 3, 2560]",0.6393099999968399,0.0,5386.0703125,23040,Norm,input_layernorm
model.layers.22.self_attn.q_proj,Linear,"[1, 3, 2560]",5.821177000143507,0.0,5386.0703125,39321600,Attention,q_proj
model.layers.22.self_attn.k_proj,Linear,"[1, 3, 2560]",1.8422529999497783,0.0,5386.0703125,9830400,Attention,k_proj
model.layers.22.self_attn.v_proj,Linear,"[1, 3, 2560]",1.7520729998068418,0.0,5386.0703125,9830400,Attention,v_proj
model.layers.22.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.3824899999926856,0.0,5386.0703125,23040,Norm,attn_sub_norm
model.layers.22.self_attn.o_proj,Linear,"[1, 3, 2560]",4.794823999873188,0.0,5386.0703125,39321600,Attention,o_proj
model.layers.22.post_attention_layernorm,Norm,"[1, 3, 2560]",0.4039200000534038,0.0,5386.0703125,23040,Norm,post_attention_layernorm
model.layers.22.mlp.gate_proj,Linear,"[1, 3, 2560]",14.567801000112013,-0.06640625,5386.00390625,106168320,MLP,gate_proj
model.layers.22.mlp.act_fn,Activation,"[1, 3, 6912]",0.5029200001445133,0.0,5386.00390625,41472,Activation,act_fn
model.layers.22.mlp.up_proj,Linear,"[1, 3, 2560]",14.643004999925324,-0.06640625,5385.9375,106168320,MLP,up_proj
model.layers.22.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",1.2299980000989308,0.0,5385.9375,62208,Norm,ffn_sub_norm
model.layers.22.mlp.down_proj,Linear,"[1, 3, 6912]",16.70012699992185,-0.22265625,5385.71484375,106168320,MLP,down_proj
model.layers.23.input_layernorm,Norm,"[1, 3, 2560]",1.4352260000123351,0.0,5385.71484375,23040,Norm,input_layernorm
model.layers.23.self_attn.q_proj,Linear,"[1, 3, 2560]",5.623618000072383,0.0,5385.71484375,39321600,Attention,q_proj
model.layers.23.self_attn.k_proj,Linear,"[1, 3, 2560]",1.9481839999571093,0.0,5385.71484375,9830400,Attention,k_proj
model.layers.23.self_attn.v_proj,Linear,"[1, 3, 2560]",2.058760000181792,0.0,5385.71484375,9830400,Attention,v_proj
model.layers.23.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.4250450001563877,0.0,5385.71484375,23040,Norm,attn_sub_norm
model.layers.23.self_attn.o_proj,Linear,"[1, 3, 2560]",4.5804970000062895,0.0,5385.71484375,39321600,Attention,o_proj
model.layers.23.post_attention_layernorm,Norm,"[1, 3, 2560]",0.32217400007539254,0.0,5385.71484375,23040,Norm,post_attention_layernorm
model.layers.23.mlp.gate_proj,Linear,"[1, 3, 2560]",15.403810999941925,0.25,5385.96484375,106168320,MLP,gate_proj
model.layers.23.mlp.act_fn,Activation,"[1, 3, 6912]",0.14639100004387728,0.0,5385.96484375,41472,Activation,act_fn
model.layers.23.mlp.up_proj,Linear,"[1, 3, 2560]",13.845549000052415,0.08984375,5386.0546875,106168320,MLP,up_proj
model.layers.23.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.4450159999578318,0.0,5386.0546875,62208,Norm,ffn_sub_norm
model.layers.23.mlp.down_proj,Linear,"[1, 3, 6912]",13.726935000022422,-0.06640625,5385.98828125,106168320,MLP,down_proj
model.layers.24.input_layernorm,Norm,"[1, 3, 2560]",0.2615950002109457,0.0,5385.98828125,23040,Norm,input_layernorm
model.layers.24.self_attn.q_proj,Linear,"[1, 3, 2560]",4.3479089999891585,0.0,5385.98828125,39321600,Attention,q_proj
model.layers.24.self_attn.k_proj,Linear,"[1, 3, 2560]",1.7409590000170283,0.0,5385.98828125,9830400,Attention,k_proj
model.layers.24.self_attn.v_proj,Linear,"[1, 3, 2560]",2.5039330000709015,0.0,5385.98828125,9830400,Attention,v_proj
model.layers.24.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.5090629999813245,0.0,5385.98828125,23040,Norm,attn_sub_norm
model.layers.24.self_attn.o_proj,Linear,"[1, 3, 2560]",3.793842000050063,0.0,5385.98828125,39321600,Attention,o_proj
model.layers.24.post_attention_layernorm,Norm,"[1, 3, 2560]",0.3098610000051849,0.0,5385.98828125,23040,Norm,post_attention_layernorm
model.layers.24.mlp.gate_proj,Linear,"[1, 3, 2560]",15.957012999933795,-0.06640625,5385.921875,106168320,MLP,gate_proj
model.layers.24.mlp.act_fn,Activation,"[1, 3, 6912]",0.26934199991046626,0.0,5385.921875,41472,Activation,act_fn
model.layers.24.mlp.up_proj,Linear,"[1, 3, 2560]",14.754844999970373,-0.22265625,5385.69921875,106168320,MLP,up_proj
model.layers.24.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.46124800019242684,0.0,5385.69921875,62208,Norm,ffn_sub_norm
model.layers.24.mlp.down_proj,Linear,"[1, 3, 6912]",15.118774000029589,0.55859375,5386.2578125,106168320,MLP,down_proj
model.layers.25.input_layernorm,Norm,"[1, 3, 2560]",0.6798770000386867,0.0,5386.2578125,23040,Norm,input_layernorm
model.layers.25.self_attn.q_proj,Linear,"[1, 3, 2560]",4.328048000161289,0.0,5386.2578125,39321600,Attention,q_proj
model.layers.25.self_attn.k_proj,Linear,"[1, 3, 2560]",1.5475720001631998,0.0,5386.2578125,9830400,Attention,k_proj
model.layers.25.self_attn.v_proj,Linear,"[1, 3, 2560]",1.577464000092732,0.0,5386.2578125,9830400,Attention,v_proj
model.layers.25.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.39325800003098266,0.0,5386.2578125,23040,Norm,attn_sub_norm
model.layers.25.self_attn.o_proj,Linear,"[1, 3, 2560]",4.21395900002608,0.0,5386.2578125,39321600,Attention,o_proj
model.layers.25.post_attention_layernorm,Norm,"[1, 3, 2560]",0.3702929998325999,0.0,5386.2578125,23040,Norm,post_attention_layernorm
model.layers.25.mlp.gate_proj,Linear,"[1, 3, 2560]",12.411351000082504,-0.21875,5386.0390625,106168320,MLP,gate_proj
model.layers.25.mlp.act_fn,Activation,"[1, 3, 6912]",0.22672599993711628,0.0,5386.0390625,41472,Activation,act_fn
model.layers.25.mlp.up_proj,Linear,"[1, 3, 2560]",14.503590000003896,-0.06640625,5385.97265625,106168320,MLP,up_proj
model.layers.25.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.36798399992221675,0.0,5385.97265625,62208,Norm,ffn_sub_norm
model.layers.25.mlp.down_proj,Linear,"[1, 3, 6912]",13.902443000006315,-0.06640625,5385.90625,106168320,MLP,down_proj
model.layers.26.input_layernorm,Norm,"[1, 3, 2560]",0.35526600004232023,0.0,5385.90625,23040,Norm,input_layernorm
model.layers.26.self_attn.q_proj,Linear,"[1, 3, 2560]",4.430264999882638,0.0,5385.90625,39321600,Attention,q_proj
model.layers.26.self_attn.k_proj,Linear,"[1, 3, 2560]",2.0141100001183077,0.0,5385.90625,9830400,Attention,k_proj
model.layers.26.self_attn.v_proj,Linear,"[1, 3, 2560]",1.9035440000152448,0.0,5385.90625,9830400,Attention,v_proj
model.layers.26.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.3303989999494661,0.0,5385.90625,23040,Norm,attn_sub_norm
model.layers.26.self_attn.o_proj,Linear,"[1, 3, 2560]",4.188257000123485,0.0,5385.90625,39321600,Attention,o_proj
model.layers.26.post_attention_layernorm,Norm,"[1, 3, 2560]",0.45064699997965363,0.0,5385.90625,23040,Norm,post_attention_layernorm
model.layers.26.mlp.gate_proj,Linear,"[1, 3, 2560]",13.912392999827716,-0.21484375,5385.69140625,106168320,MLP,gate_proj
model.layers.26.mlp.act_fn,Activation,"[1, 3, 6912]",0.2675260000160051,0.0,5385.69140625,41472,Activation,act_fn
model.layers.26.mlp.up_proj,Linear,"[1, 3, 2560]",14.836625000043568,0.55859375,5386.25,106168320,MLP,up_proj
model.layers.26.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.42259099996044824,0.0,5386.25,62208,Norm,ffn_sub_norm
model.layers.26.mlp.down_proj,Linear,"[1, 3, 6912]",15.543016000037824,-0.22265625,5386.02734375,106168320,MLP,down_proj
model.layers.27.input_layernorm,Norm,"[1, 3, 2560]",1.017221999973117,0.0,5386.02734375,23040,Norm,input_layernorm
model.layers.27.self_attn.q_proj,Linear,"[1, 3, 2560]",5.00777799993557,0.0,5386.02734375,39321600,Attention,q_proj
model.layers.27.self_attn.k_proj,Linear,"[1, 3, 2560]",1.609513999937917,0.0,5386.02734375,9830400,Attention,k_proj
model.layers.27.self_attn.v_proj,Linear,"[1, 3, 2560]",1.1182119999375573,0.0,5386.02734375,9830400,Attention,v_proj
model.layers.27.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.32868700009203167,0.0,5386.02734375,23040,Norm,attn_sub_norm
model.layers.27.self_attn.o_proj,Linear,"[1, 3, 2560]",4.5157949998611,0.0,5386.02734375,39321600,Attention,o_proj
model.layers.27.post_attention_layernorm,Norm,"[1, 3, 2560]",0.49797100018622587,0.0,5386.02734375,23040,Norm,post_attention_layernorm
model.layers.27.mlp.gate_proj,Linear,"[1, 3, 2560]",14.699707000090712,-0.06640625,5385.9609375,106168320,MLP,gate_proj
model.layers.27.mlp.act_fn,Activation,"[1, 3, 6912]",0.23139699987950735,0.0,5385.9609375,41472,Activation,act_fn
model.layers.27.mlp.up_proj,Linear,"[1, 3, 2560]",14.20956400011164,0.08984375,5386.05078125,106168320,MLP,up_proj
model.layers.27.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.5363930001749395,0.0,5386.05078125,62208,Norm,ffn_sub_norm
model.layers.27.mlp.down_proj,Linear,"[1, 3, 6912]",16.019681999978275,-0.37890625,5385.671875,106168320,MLP,down_proj
model.layers.28.input_layernorm,Norm,"[1, 3, 2560]",0.529561999883299,0.0,5385.671875,23040,Norm,input_layernorm
model.layers.28.self_attn.q_proj,Linear,"[1, 3, 2560]",5.429491999848324,0.0,5385.671875,39321600,Attention,q_proj
model.layers.28.self_attn.k_proj,Linear,"[1, 3, 2560]",1.3105210000503575,0.0,5385.671875,9830400,Attention,k_proj
model.layers.28.self_attn.v_proj,Linear,"[1, 3, 2560]",1.0708009999689239,0.0,5385.671875,9830400,Attention,v_proj
model.layers.28.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.2290899999479734,0.0,5385.671875,23040,Norm,attn_sub_norm
model.layers.28.self_attn.o_proj,Linear,"[1, 3, 2560]",3.506779999952414,0.0,5385.671875,39321600,Attention,o_proj
model.layers.28.post_attention_layernorm,Norm,"[1, 3, 2560]",0.2368400000705151,0.0,5385.671875,23040,Norm,post_attention_layernorm
model.layers.28.mlp.gate_proj,Linear,"[1, 3, 2560]",13.652428000114014,0.56640625,5386.23828125,106168320,MLP,gate_proj
model.layers.28.mlp.act_fn,Activation,"[1, 3, 6912]",0.16629299989290303,0.0,5386.23828125,41472,Activation,act_fn
model.layers.28.mlp.up_proj,Linear,"[1, 3, 2560]",13.643876000060118,-0.22265625,5386.015625,106168320,MLP,up_proj
model.layers.28.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.301461999924868,0.0,5386.015625,62208,Norm,ffn_sub_norm
model.layers.28.mlp.down_proj,Linear,"[1, 3, 6912]",10.565528999904927,-0.06640625,5385.94921875,106168320,MLP,down_proj
model.layers.29.input_layernorm,Norm,"[1, 3, 2560]",0.30274899995674787,0.0,5385.94921875,23040,Norm,input_layernorm
model.layers.29.self_attn.q_proj,Linear,"[1, 3, 2560]",2.771634000055201,0.0,5385.94921875,39321600,Attention,q_proj
model.layers.29.self_attn.k_proj,Linear,"[1, 3, 2560]",1.6486020001593715,0.0,5385.94921875,9830400,Attention,k_proj
model.layers.29.self_attn.v_proj,Linear,"[1, 3, 2560]",1.3300690000050963,0.0,5385.94921875,9830400,Attention,v_proj
model.layers.29.self_attn.attn_sub_norm,Norm,"[1, 3, 2560]",0.48289100004694774,0.0,5385.94921875,23040,Norm,attn_sub_norm
model.layers.29.self_attn.o_proj,Linear,"[1, 3, 2560]",3.845099000045593,0.0,5385.94921875,39321600,Attention,o_proj
model.layers.29.post_attention_layernorm,Norm,"[1, 3, 2560]",0.32360599993808137,0.0,5385.94921875,23040,Norm,post_attention_layernorm
model.layers.29.mlp.gate_proj,Linear,"[1, 3, 2560]",13.982900999963022,0.08984375,5386.0390625,106168320,MLP,gate_proj
model.layers.29.mlp.act_fn,Activation,"[1, 3, 6912]",0.37878899979659764,0.0,5386.0390625,41472,Activation,act_fn
model.layers.29.mlp.up_proj,Linear,"[1, 3, 2560]",11.929721000115023,-0.37890625,5385.66015625,106168320,MLP,up_proj
model.layers.29.mlp.ffn_sub_norm,Norm,"[1, 3, 6912]",0.3409619998819835,0.0,5385.66015625,62208,Norm,ffn_sub_norm
model.layers.29.mlp.down_proj,Linear,"[1, 3, 6912]",12.607285999820306,0.55859375,5386.21875,106168320,MLP,down_proj
model.norm,Norm,"[1, 3, 2560]",0.36439299992707674,0.0,5386.21875,23040,Norm,norm
lm_head,Linear,"[1, 3, 2560]",37.912990999984686,0.0,5386.21875,1970012160,Other,lm_head
